pre,720575940661338497,720575940632281927,720575940630233404,720575940618539810,720575940645527918,720575940615197747,720575940630868793,720575940618165019,720575940635360924
720575940605161388,0,0,0,0,0,0,-10,-20,0
720575940605682790,0,0,0,0,35,36,13,17,37
720575940606388146,0,0,-5,0,-29,-7,-53,-41,-22
720575940607014530,0,0,0,-14,0,0,-6,0,0
720575940607345586,0,0,0,0,0,0,-28,-34,0
720575940607377586,14,9,115,92,40,25,0,0,0
720575940608475331,0,14,0,0,0,0,0,0,0
720575940608498780,0,0,0,-6,0,0,0,0,0
720575940609423299,0,0,-8,-14,0,0,0,0,0
720575940609922372,7,0,0,0,0,0,0,0,16
720575940609937476,19,24,0,0,0,0,0,0,0
720575940609993284,0,0,0,0,17,0,0,0,0
720575940610000964,10,8,97,86,57,19,33,40,0
720575940610054980,0,0,-11,-7,-6,0,-8,0,0
720575940610103906,0,0,0,0,0,0,0,0,7
720575940610611246,0,0,0,-6,-22,-24,-24,-46,-83
720575940610677828,0,0,-6,0,0,0,0,0,0
720575940611351193,0,0,0,0,0,0,0,0,12
720575940611436408,0,0,6,7,0,0,0,0,0
720575940611442296,0,0,5,0,0,0,0,0,0
720575940611548878,-8,-21,-224,-317,-200,-132,0,-24,0
720575940611643033,0,0,0,0,0,0,0,0,6
720575940611885461,-7,-10,-5,0,0,0,-23,-32,-11
720575940612208858,0,0,-50,-17,0,0,0,0,-7
720575940612470755,0,0,18,17,7,10,0,0,0
720575940612606105,-11,-18,-142,-210,-101,-84,0,-11,0
720575940612686233,0,0,-73,-64,-94,-94,-35,-30,-11
720575940612772915,0,0,0,0,0,0,0,0,-22
720575940612819763,0,0,0,0,0,0,0,0,10
720575940613004402,0,0,-48,-98,-44,-22,0,-10,0
720575940613170385,0,0,0,0,0,0,-10,-5,0
720575940613563117,0,0,0,0,0,0,0,0,-17
720575940613640685,0,0,0,0,0,0,0,0,5
720575940613943215,0,0,70,71,45,16,19,21,5
720575940614954536,0,0,0,0,-8,0,0,0,0
720575940615015976,0,0,0,0,26,25,0,0,0
720575940615410911,-161,-85,-6,-6,-17,-7,0,0,0
720575940615495839,0,0,0,0,0,-5,0,0,0
720575940616014092,17,13,90,116,45,19,0,0,0
720575940616067890,-9,0,0,0,0,0,0,0,-20
720575940616071483,0,0,-24,-33,0,-5,0,0,-41
720575940616169010,12,0,0,0,0,0,0,0,0
720575940616194610,-7,0,-14,-9,0,0,0,0,0
720575940616848214,0,0,0,0,8,25,0,0,0
720575940616864217,0,0,-5,0,0,0,0,0,0
720575940617393625,16,20,108,78,15,0,0,6,0
720575940617476379,0,5,0,0,0,0,0,0,0
720575940617494877,0,0,71,75,54,13,71,91,0
720575940617629841,0,0,-10,-9,0,0,0,0,0
720575940617668662,0,0,0,0,0,0,0,0,12
720575940617678566,20,31,129,80,15,17,6,16,0
720575940617787963,31,10,86,72,31,23,29,29,0
720575940617917579,50,22,109,126,9,14,0,0,0
720575940618165787,0,0,39,58,8,25,0,0,0
720575940618166811,67,65,176,185,137,111,8,9,0
720575940618472261,0,0,9,17,11,12,8,10,28
720575940619016059,0,-6,-417,-401,-261,-174,-18,-23,0
720575940619029680,0,0,-6,0,0,0,0,0,0
720575940619058334,-6,0,0,0,0,0,0,0,0
720575940619076731,0,-9,-10,-5,-9,-9,0,0,0
720575940619114048,0,0,11,0,0,0,0,0,0
720575940619176094,21,5,0,0,0,0,0,0,0
720575940619549867,0,0,0,0,-22,-13,0,-8,0
720575940619624795,-9,0,0,-6,-6,-5,0,0,-10
720575940619671616,0,0,202,199,40,25,0,0,0
720575940619757366,0,0,0,0,0,0,0,-5,0
720575940619771375,0,0,211,235,42,49,0,0,0
720575940619973712,0,0,-11,-12,0,0,0,0,0
720575940620170887,0,0,0,0,26,6,15,0,28
720575940620182151,0,0,-77,-87,-91,-66,-50,-58,-8
720575940620217582,0,0,0,0,0,0,-13,-17,-7
720575940620274085,-72,-51,-304,-261,-183,-101,0,0,0
720575940620292116,0,-7,0,0,0,0,0,0,0
720575940620335269,0,0,-11,-15,0,0,0,0,0
720575940620353300,-12,-18,-380,-348,-238,-112,-13,-41,0
720575940620627035,7,10,14,0,11,0,0,0,0
720575940620633947,0,0,0,0,0,0,5,0,0
720575940620692974,0,0,0,0,0,0,0,0,11
720575940620741102,0,0,0,0,0,0,8,0,56
720575940621047632,0,0,-8,0,0,0,-10,0,-10
720575940621329328,0,0,7,9,5,0,31,17,0
720575940621569728,0,0,-58,-60,-77,-61,-22,-26,0
720575940621573030,-34,-7,-20,-19,0,0,-6,0,0
720575940621755888,0,0,0,0,0,0,0,0,-19
720575940621763312,0,0,0,0,0,0,0,0,-7
720575940621777390,0,0,-5,0,0,0,0,0,0
720575940621827419,0,0,18,0,0,0,0,0,0
720575940621833281,0,0,-20,-41,-13,0,0,0,0
720575940622018309,-6,0,-5,-5,-7,-11,0,0,0
720575940622026245,30,28,422,403,265,260,0,5,0
720575940622074206,0,0,-14,0,0,-8,0,0,-38
720575940622124833,0,0,0,0,0,0,0,0,-10
720575940622348156,0,0,5,0,0,0,0,0,9
720575940622406694,0,0,0,0,0,0,0,0,7
720575940622452715,26,29,63,70,33,41,38,46,0
720575940622493260,50,53,144,140,103,51,0,0,0
720575940622519156,8,0,0,0,0,0,0,0,0
720575940622632084,0,0,0,6,0,0,0,0,0
720575940622921827,12,10,0,0,0,0,0,0,0
720575940623066893,24,12,0,0,0,0,0,0,0
720575940623148285,0,0,0,0,0,0,-6,0,0
720575940623149581,-28,-32,-143,-152,-124,-79,0,0,-23
720575940623164941,7,11,0,0,0,0,0,0,0
720575940623209165,0,0,6,6,11,0,0,8,24
720575940623261675,7,16,0,0,0,0,0,0,0
720575940623379750,0,0,-5,-9,0,0,0,0,0
720575940623458633,0,0,0,0,0,0,0,0,10
720575940623476407,0,0,17,28,0,0,0,0,0
720575940623511795,0,0,0,0,10,8,0,0,0
720575940623535044,0,0,107,77,48,20,0,0,0
720575940623676394,0,0,-26,-28,-7,-10,0,0,0
720575940623690474,0,0,-9,-21,0,0,0,0,-12
720575940624023188,0,0,6,6,0,0,0,0,0
720575940624289789,-32,-14,-142,-139,-115,-84,0,0,-26
720575940624600840,0,0,-51,-71,0,0,0,0,0
720575940624623287,0,-15,-17,-13,0,0,0,0,0
720575940624882407,-10,-6,-189,-121,-150,-108,0,0,0
720575940624906483,0,0,8,0,0,0,0,0,0
720575940625002936,-98,-79,-125,-107,-52,-52,0,0,0
720575940625045180,0,0,5,12,11,23,346,420,114
720575940625173006,0,0,0,0,0,0,0,0,5
720575940625175054,5,0,98,78,49,48,19,30,7
720575940625339981,0,0,0,0,0,-6,0,0,0
720575940625813140,-7,0,0,0,-24,-27,0,-5,0
720575940625852464,0,0,-13,-12,-8,-5,0,0,0
720575940625874992,0,0,9,6,14,13,401,387,66
720575940625875504,0,0,-5,0,-22,-10,-103,-102,-47
720575940625972261,0,0,0,0,8,6,0,0,0
720575940626163658,-22,-39,-55,-50,-6,0,0,-5,0
720575940626185353,10,0,0,0,0,0,0,0,0
720575940626229849,12,14,0,0,0,0,0,0,0
720575940626243428,0,0,0,0,0,0,0,0,9
720575940626279486,0,0,-16,-9,-6,-5,0,0,0
720575940626468178,0,0,0,0,0,0,0,0,-30
720575940626557186,0,0,0,0,0,0,0,0,-23
720575940626583836,0,0,0,0,0,0,0,-6,0
720575940626705497,0,0,0,0,0,0,5,5,50
720575940626826288,0,0,-51,-74,0,-8,0,0,0
720575940626890852,0,0,0,-5,0,0,0,0,0
720575940626960536,-45,-12,-445,-444,-227,-252,-38,-22,-7
720575940626961241,0,0,0,-6,0,0,0,0,0
720575940627015196,0,0,-8,-5,0,0,0,0,0
720575940627040549,8,18,0,0,0,0,0,0,0
720575940627062088,0,0,-21,-29,-9,-15,-118,-150,-21
720575940627087646,0,0,-15,-9,0,0,0,0,0
720575940627107271,0,0,6,6,26,17,15,25,0
720575940627182217,0,0,22,22,0,0,0,0,0
720575940627206074,121,95,12,17,11,18,117,113,0
720575940627210502,36,32,0,0,0,0,0,0,0
720575940627356459,0,0,-26,-19,-5,-5,0,0,-8
720575940627359109,-30,-19,-118,-118,-103,-65,0,0,-16
720575940627723657,0,0,0,0,0,0,-41,-27,-39
720575940627739023,6,0,0,0,20,19,0,0,0
720575940627828040,10,6,15,24,11,6,0,0,0
720575940627828296,27,30,146,131,13,0,0,0,0
720575940628070419,0,0,0,0,12,34,0,0,0
720575940628211499,-12,0,0,0,0,0,0,0,-14
720575940628344074,0,0,0,0,0,0,0,0,19
720575940628463042,0,0,0,0,0,0,0,0,-13
720575940628598121,0,0,0,0,0,0,345,414,41
720575940628644218,0,0,0,0,0,0,0,-6,-12
720575940628668009,8,5,0,0,0,0,0,0,0
720575940628780309,48,45,412,388,273,178,0,0,0
720575940628973827,-13,0,0,0,-5,0,0,0,0
720575940628995331,0,0,80,72,36,36,70,85,0
720575940629024591,30,21,111,120,148,170,189,186,23
720575940629422183,0,0,25,21,0,0,0,0,0
720575940629778554,0,0,-396,-293,-213,-187,-10,-8,0
720575940629804158,-131,-204,0,0,-25,-6,0,0,0
720575940629865319,0,0,0,0,0,0,0,0,-23
720575940630159616,0,0,0,0,0,0,-108,-100,-40
720575940630181852,0,0,-15,-11,0,-6,0,0,0
720575940630232380,0,0,-386,-362,-245,-263,-13,-12,0
720575940630488540,-12,0,0,0,-13,0,0,0,0
720575940630506344,0,0,0,0,0,0,0,0,-11
720575940630589036,0,0,0,0,-5,-23,0,0,0
720575940630683385,-12,-7,-263,-258,-221,-214,-6,-12,0
720575940630806267,0,0,0,0,-6,-5,-93,-90,-31
720575940630991311,0,0,-16,0,0,0,0,0,0
720575940631092943,0,0,0,0,-23,-8,0,0,0
720575940631280721,9,15,60,66,39,17,29,41,0
720575940631299090,22,12,0,0,0,0,0,0,0
720575940631328763,0,-7,0,0,0,0,0,0,0
720575940631340815,-14,-10,-59,-50,-6,-7,0,-8,-5
720575940631365340,0,0,-92,-77,-111,-92,-28,-21,-28
720575940631462969,0,0,0,0,0,0,0,-8,0
720575940631918649,-64,-48,-246,-335,-192,-200,0,-6,0
720575940631939432,0,0,-111,-111,-16,-22,0,0,0
720575940631989352,0,0,-105,-108,-12,-18,0,0,0
720575940631994728,0,0,0,-11,0,0,0,0,0
720575940631999080,0,0,0,0,-13,-16,-94,-93,-27
720575940632028216,-39,-26,-51,-43,0,-7,0,0,0
720575940632043576,0,0,-10,-16,0,0,0,0,0
720575940632118156,5,0,0,0,0,0,297,328,32
720575940632304711,0,0,0,0,-10,0,-79,-69,-17
720575940632305711,0,0,-10,-7,0,0,0,0,0
720575940632602532,0,0,0,5,19,0,0,7,30
720575940632640287,0,0,12,16,5,7,0,0,0
720575940632727756,8,0,0,0,17,21,184,190,0
720575940632835155,0,0,0,7,0,0,0,0,0
720575940632847661,0,0,-5,0,0,0,0,0,0
720575940633065901,0,0,0,-6,0,0,-104,-86,-44
720575940633213792,-9,-6,0,-6,0,0,0,0,-5
720575940633277209,0,0,-10,-10,0,0,0,0,0
720575940633316307,39,16,13,11,9,16,0,0,0
720575940633373651,26,20,123,128,10,8,0,0,8
720575940633639063,0,0,0,0,0,0,-10,-8,0
720575940633660314,0,0,0,0,0,0,0,0,7
720575940633772257,0,0,0,0,-7,-7,-16,0,-8
720575940634645600,0,0,0,0,0,0,311,361,70
720575940634667234,0,0,0,0,0,0,0,0,12
720575940634782359,0,0,-21,-9,0,-5,0,0,0
720575940635005303,0,0,0,0,0,0,0,0,9
720575940635202155,13,13,0,0,0,0,0,0,0
720575940635297911,0,0,0,0,0,0,0,0,9
720575940635527322,32,6,183,231,71,62,0,0,0
720575940635625367,33,14,0,0,0,0,0,0,0
720575940635962254,0,0,0,0,0,9,0,0,0
720575940636165624,0,0,18,22,169,126,127,164,6
720575940636346487,0,0,41,41,20,21,62,63,0
720575940636552805,35,44,10,11,0,7,0,0,0
720575940636649061,0,0,-9,-7,0,0,0,0,0
720575940636656632,0,0,-9,-10,-5,0,0,0,0
720575940636809646,0,0,-6,-7,0,0,0,0,0
720575940637578853,0,0,-8,-9,0,0,0,0,0
720575940637656286,0,0,64,76,38,5,99,102,0
720575940637936710,0,0,0,0,-9,-6,0,0,0
720575940638024794,11,18,213,178,58,36,0,0,0
720575940638714694,23,21,100,71,230,158,181,205,31
720575940639206077,0,0,17,27,0,8,15,29,0
720575940639756093,0,0,0,0,-7,-6,0,0,0
720575940639769715,-88,-111,-110,-138,-94,-37,0,0,0
720575940639787683,0,0,-27,-12,-22,-8,-137,-127,-30
720575940639972816,0,0,0,0,0,0,-23,-27,-13
720575940639994456,0,0,-17,-26,0,0,0,0,0
720575940640162944,0,0,0,0,0,0,-146,-96,-50
720575940640224640,13,12,0,0,0,0,0,0,0
720575940640589171,0,0,-36,-34,0,-8,0,0,0
720575940641655949,21,20,69,66,46,19,46,64,0
720575940642428045,10,0,95,106,51,52,30,23,11
720575940643867296,0,-5,-41,-34,-159,-125,-757,-871,-72
720575940644464544,0,10,6,0,0,0,0,0,0
720575940644653348,0,0,-25,-20,-6,-13,0,0,0
720575940644666148,0,0,0,0,0,0,-108,-140,-17
720575940646930996,-38,-23,-126,-119,-106,-74,0,0,-16
720575940647030580,10,0,0,0,28,31,144,152,0
720575940647036980,83,123,31,11,36,0,123,172,0
720575940651736566,0,0,-9,-9,0,0,0,0,-6
720575940655015329,25,14,67,67,42,47,28,46,0
720575940655071905,0,0,0,0,13,6,0,0,0
720575940659479937,0,0,0,0,0,0,-14,-21,0
720575940660220289,0,0,-20,-20,0,0,0,0,0
720575940660224641,0,0,0,0,0,0,-21,-18,0
